% Model:              FCC-ee, Allegro, MM, 4.5 m, 2 layers, 5 modules, stray magnetic field evaluation, 22-4-26.mph
% Version:            COMSOL 6.3.0.335
% Date:               Apr 24 2026, 15:19
% Dimension:          2
% Nodes:              6561
% Expressions:        2
% Description:        Magnetic flux density, r-component, Magnetic flux density, z-component
% Length unit:        m
% r                       z                        mf.Br (T)                mf.Bz (T)
3.2                       0.1                      0.04024318788302672      -2.3210463868540288
3.3000000000000003        0.1                      0.03374750974142092      -0.23170624904440906
3.4000000000000004        0.1                      0.029039812000298613     -2.284900695368087
3.5                       0.1                      0.025491550093957295     -2.2727066564952207
3.6                       0.1                      0.022826703034756517     -0.18503631011284938
3.7                       0.1                      0.020634392403582752     -2.2474926614800212
3.8000000000000003        0.1                      0.018814724572397416     -2.234649975019516
3.9000000000000004        0.1                      0.01715958915223046      -0.15514120210671312
4                         0.1                      0.015680600479193174     -2.215206983242979
4.1000000000000005        0.1                      0.014254371289252235     -2.207972452390633
4.2                       0.1                      0.01294117696697256      -0.1298530981987342
4.3                       0.1                      0.011644235709954478     -2.1920769009608487
4.4                       0.1                      0.010449636104419695     -2.183738102040519
4.5                       0.1                      0.009263862460992792     -0.11341397529904243
4.6000000000000005        0.1                      0.008184592390821966     -2.1713532481279696
4.7                       0.1                      0.007236342464896516     -0.10188690126575903
4.800000000000001         0.1                      0.006450693892552788     -0.0950789141375596
4.9                       0.1                      0.005671259281703381     -0.0889944444268465
5                         0.1                      0.005152337628517501     -0.08354418996409761
5.1000000000000005        0.1                      0.004577355188298923     -0.07876425374675076
5.2                       0.1                      0.004098681288607908     -0.07444522917250955
5.300000000000001         0.1                      0.0037160276560117595    -0.07053821737421956
5.4                       0.1                      0.0033217173121226195    -0.06697115556486306
5.5                       0.1                      0.003079801840094457     -0.063703402864454
5.6000000000000005        0.1                      0.002747781352617336     -0.06092539281519013
5.7                       0.1                      0.002569478239855499     -0.058135359014196475
5.800000000000001         0.1                      0.0023789498518524037    -0.055645936169526455
5.9                       0.1                      0.0022824289590389524    -0.053481936481127784
6                         0.1                      0.002096479518877814     -0.05117876757426239
6.1000000000000005        0.1                      0.0019545884809166053    -0.049263487601480804
6.2                       0.1                      0.0018172745732121028    -0.04740999085362765
6.300000000000001         0.1                      0.0016843198371805296    -0.04561533527237305
6.4                       0.1                      0.0016730291601658313    -0.04418264447089828
6.5                       0.1                      0.0016174916437201423    -0.04239172025334198
6.6000000000000005        0.1                      0.0015192050270961702    -0.040961954498665326
6.7                       0.1                      0.001423852339326513     -0.0395748683187554
6.800000000000001         0.1                      0.0013313041423736098    -0.0382285787911958
6.9                       0.1                      0.0012414385018539962    -0.03692131214849304
7                         0.1                      0.0011541404510639897    -0.03565139598129585
7.1000000000000005        0.1                      0.001182609343451653     -0.034787440116886004
7.2                       0.1                      0.0012416004423028272    -0.033375967703584364
7.300000000000001         0.1                      0.0011674536972104553    -0.032331906296025774
7.4                       0.1                      0.0010953109182013912    -0.03131606276434708
7.5                       0.1                      0.0010250919466328649    -0.030327308393513427
7.6000000000000005        0.1                      9.567208427371798E-4     -0.02936457387454358
7.7                       0.1                      8.901256116699128E-4     -0.028426845446975647
7.800000000000001         0.1                      8.252379506298727E-4     -0.027513161338063294
7.9                       0.1                      7.619930151857283E-4     -0.02662260847241442
8                         0.1                      8.601019602837018E-4     -0.02619803473758894
0                         0.2                      7.908705969544849E-4     2.010716058828747
0.1                       0.2                      0.002604655823722716     2.0136939652972647
0.2                       0.2                      0.0052854415556816865    2.015541735882299
0.30000000000000004       0.2                      0.007770807309374995     2.0186627267199952
0.4                       0.2                      0.0103790278471938       2.0234476315946415
0.5                       0.2                      0.013050551638257912     2.029302330678275
0.6000000000000001        0.2                      0.015709419085212922     2.036478147660523
0.7000000000000001        0.2                      0.018378119486261186     2.0449903289245466
0.8                       0.2                      0.02105838411647635      2.0548422767471273
0.9                       0.2                      0.02375178088536804      2.0660396604474474
1                         0.2                      0.026454993857511266     2.0785896238380266
1.1                       0.2                      0.029162892691816177     2.092497475716616
